소스,사업명,주관부처,마감일,상세링크,수집일시
K-Startup,고려대기술지주(주) 판교인큐베이팅센터 입주기업 모집공고(추가모집),고려대학교기술지주 주식회사,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178521,2026-07-23 08:02
K-Startup,2026년 하반기「하남스타트업캠퍼스·경기 AI 클러스터 하남」신규 입주자 모집 공고,하남도시공사,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178492,2026-07-23 08:02
K-Startup,2026 안산 스타트업 청년창업 페스티벌,경기도 안산시,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178520,2026-07-23 08:02
K-Startup,[부산대학교병원] 2026년 의료·헬스케어 스타트업 인큐베이터 사업_창업 활력 프로젝트,부산대학교병원,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178455,2026-07-23 08:02
K-Startup,dcamp x Stanford Consumer Accelerator Fall 2026,재단법인 은행권청년창업재단,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178403,2026-07-23 08:02
K-Startup,(고용노동부) 2026년 K-디지털트레이닝(KDT) IT 참여기업 모집,넥스트러너스주식회사,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178485,2026-07-23 08:02
K-Startup,2026 대전 팁스타운 팁스 링크(TIPS LINK),창업진흥원,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178573,2026-07-23 08:02
K-Startup,2026년 구미시 스타트업 필드 2차 입주기업 모집 공고,구미전자정보기술원,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178116,2026-07-23 08:02
K-Startup,2026년 지역 첨단제조 스타트업 스케일업 지원사업 창업기업 모집공고,창업진흥원,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178380,2026-07-23 08:02
K-Startup,2026 대구여성창업사업화지원사업 참가자 모집-대구여성인력개발센터,대구여성인력개발센터,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178301,2026-07-23 08:02
K-Startup,TIPS 추천 바이오-메디컬 유망기업 투자유치 지원 프로그램 신청 안내,동국대학교BMC창업보육센터,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178364,2026-07-23 08:02
K-Startup,[숭실대학교 캠퍼스타운] 2026 숭실 스타트업 아카데미 7월 참여자 모집,숭실대학교 캠퍼스타운사업단,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178147,2026-07-23 08:02
K-Startup,강원대학교 캠퍼스혁신파크 산학연혁신허브 입점자 2차 모집공고,한국토지주택공사,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178356,2026-07-23 08:02
K-Startup,해양˙수산 일자리 창출을 위한 [2026 국민 아이디어 제안대회],해양˙수산 일자리 창출을 위한 [2026 국민 아이디어 제안대회] 운영사무국,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178352,2026-07-23 08:02
K-Startup,2026년 서울시 소셜벤처 IR 데모데이(도약단계) 참여기업 모집,서울소셜벤처허브,2026-07-24,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178262,2026-07-23 08:02
K-Startup,알리바바닷컴 주최 세계 최대 규모 제품기반 창업대회 「CoCreate Pitch Seoul 2026」 참가팀 모집공고,알리바바닷컴,2026-07-25,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178382,2026-07-23 08:02
K-Startup,"[스터디/강의 무료 제공] 임팩트 스타트업 성장 방법과 경로 (총 3회, 성수동)",임팩트서클,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178530,2026-07-23 08:02
K-Startup,2026년 한국외대 창업보육센터 입주기업 모집 공고,한국외국어대학교 연구산학협력단,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178533,2026-07-23 08:02
K-Startup,강북창업지원센터 [브랜드 창업 아카데미] 교육 참여자 모집,강북창업지원센터,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178577,2026-07-23 08:02
K-Startup,"2026년 DB손해보험 교통환경챌린지 8기(스타트업지원사업 / 자금, 교육, 데모데이) 참여기업 모집공고",재단법인 환경재단,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178185,2026-07-23 08:02
K-Startup,제 32기 포스코 아이디어 마켓플레이스(POSCO IMP) 투자트랙 기업 모집 연장 공고(~7/26 23:59),POSCO IMP,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178328,2026-07-23 08:02
K-Startup,2026년 Agri-ESG Innovation Day 개최 안내,서울창조경제혁신센터,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178232,2026-07-23 08:02
K-Startup,동구 동명청년창작소 커머스빌딩 UP 참여기업 모집,동명청년창작소,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178470,2026-07-23 08:02
K-Startup,2026년 충청권 ICT이노베이션스퀘어 개발 역량 강화 멘토링,더함협동조합,2026-07-26,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178484,2026-07-23 08:02
K-Startup,[국비지원] K-스타일 비주얼 커머스 크리에이터 교육생 모집 | 패션·뷰티·주얼리 + AI 실무,종로여성인력개발센터,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178286,2026-07-23 08:02
K-Startup,수원도시재단 「2026 창업오디션」 모집,수원도시재단,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178275,2026-07-23 08:02
K-Startup,2026 하반기 오렌지플래닛 정기모집(~7/27 14:00),오렌지플래닛 창업재단,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178466,2026-07-23 08:02
K-Startup,"2026  콘텐츠 스타트업 글로벌 엑셀러레이팅 프로그램(론치패드 UAE, 싱가포르) 참가기업 추가 모집",한국콘텐츠진흥원,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178592,2026-07-23 08:02
K-Startup,IBS(기초과학연구원)  Research Connect,(주)아이비유,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178540,2026-07-23 08:02
K-Startup,2026년 대구콘텐츠코리아랩 추경 사업 미드폼 콘텐츠 제작지원 참가기업 모집,(재)대구디지털혁신진흥원,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178436,2026-07-23 08:02
K-Startup,ESG × AI 챌린지 해커톤 참가자 모집,경기창조경제혁신센터,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178574,2026-07-23 08:02
K-Startup,2026 창조경제혁신센터 글로벌오픈이노베이션 프로그램 참여기업 모집공고,(재)경기창조경제혁신센터,2026-07-27,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178604,2026-07-23 08:02
K-Startup,투자 유치를 꿈꾸는 창업자가 반드시 알아야 할 '투자생태계의 이해' - 제 7회 DDM 벤처스타트업 아카데미,광운대학교산학협력단,2026-07-28,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178545,2026-07-23 08:02
K-Startup,2026 전북콘텐츠코리아랩 창·제작자 시제품 제작지원 2차 추가모집 공고,(재)전북특별자치도 콘텐츠융합진흥원,2026-07-28,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178570,2026-07-23 08:02
K-Startup,2026년 대전 스타트업스쿨 스타트업 리딩클래스 (2회차 ㅣ 링크드인 Sales 1위가 알려주는 퍼스널 브랜딩의 핵심 노하우와 B2B 매출 플레이북 실전 사례),대전창조경제혁신센터,2026-07-28,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178439,2026-07-23 08:02
K-Startup,[서초창업스테이션] 7월 창업 교육 - 비즈니스 프레젠테이션 스킬 및 자료 제작,서초창업스테이션,2026-07-28,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178523,2026-07-23 08:02
K-Startup,"[동대문구 창업지원센터] 7월 메이커스페이스(레이저커터, 3D프린팅) 교육 일정",동대문구 창업지원센터,2026-07-28,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178319,2026-07-23 08:02
K-Startup,2026년 대학연대 창업 네트워크 캠프,와이앤아처 주식회사,2026-07-28,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178511,2026-07-23 08:02
K-Startup,2026년 제주 중장년 기술창업센터 입주기업 모집,제주 중장년 기술창업센터,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178435,2026-07-23 08:02
K-Startup,2026년 서울창업허브 창동-조이시티 오픈이노베이션 참가기업 모집,서울창업허브 창동,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178566,2026-07-23 08:02
K-Startup,2026년 G-Space 입주기업 발굴·육성사업 입주기업 추가 모집 공고,(재)경남창조경제혁신센터,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178525,2026-07-23 08:02
K-Startup,2026 경기 스타트업 서밋 Invest Connect 2차 참가기업 모집,(재)경기도경제과학진흥원,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178532,2026-07-23 08:02
K-Startup,메이커스페이스 3D프린팅 교육/실습,관악구청,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178630,2026-07-23 08:02
K-Startup,[국민대학교 캠퍼스타운사업단] 2026 지역 현안 문제해결 연계 '성북 ON 창업교육 프로그램' 참가자 모집 (~7/29),국민대학교 캠퍼스타운사업단,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178585,2026-07-23 08:02
K-Startup,강동 K-ISS멘토링센터 전담멘티 3기 모집,주식회사 이노시아,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178241,2026-07-23 08:02
K-Startup,( ?투자금 3억원!?)제8회 창업투자경진대회 B-스타트업챌린지,(재)부산기술창업투자원,2026-07-29,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178368,2026-07-23 08:02
K-Startup,2026년 대학(원)생 한의약 창업 아이디어 공모전,한국한의약진흥원,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178369,2026-07-23 08:02
K-Startup,2026 아트코리아랩 입주기업 모집 공모,예술경영지원센터,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178499,2026-07-23 08:02
K-Startup,동국대학교 창업보육센터(서울) 신규 입주기업 모집 공고,동국대학교 창업보육센,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178473,2026-07-23 08:02
K-Startup,[강동구 청년해냄센터] 스타트업 영 그라운드 MVP 개발 해커톤 참가자 모집,강동구 청년해냄센터,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178510,2026-07-23 08:02
K-Startup,2026년 투자유치설명회 및 컨설팅 지원사업 공고,한국발명진흥회장,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178620,2026-07-23 08:02
K-Startup,[화성] 2026 ESG 기반 산업안전 컨설팅 참여기업 모집 안내,협성대학교 RISE 사업단,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178613,2026-07-23 08:02
K-Startup,[무료 웨비나] 글로벌 시장을 위한 AI 마이크로 서비스 제작 실전,The Bridge Circle (TBC),2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178625,2026-07-23 08:02
K-Startup,[강동구 청년해냄센터] 취약분야 상시 컨설팅 7월 참가자 모집 공고,강동구 청년해냄센터,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178188,2026-07-23 08:02
K-Startup,[교육안내]서울용산시제품제작소 메이커 장비교육 일정 및 신청_7월,한국전자정보통신산업진흥회,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178357,2026-07-23 08:02
K-Startup,바이오·메디컬 연구인프라 활용 지원사업,동국대학교 BMC창업보육센터,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178491,2026-07-23 08:02
K-Startup,2026년 세종특별자치시 나성동 AI융합창업보육센터 2차 입주기업(인큐베이팅룸) 모집 공고,(재)세종창조경제혁신센터,2026-07-30,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178599,2026-07-23 08:02
K-Startup,2026년 07월 초기 창업기업 대상  벤처기업 인증 행정자문&전략 수립 기업모집,박준범행정사사무소,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178384,2026-07-23 08:02
K-Startup,2026년 서울창업허브 창동 투자 특화 프로그램 - IR 라운드(1회차),서울창업허브 창동,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178569,2026-07-23 08:02
K-Startup,전북센터 2026년 제2차 BI입주기업 신규 모집공고(~7.31까지),(재)여성기업종합지원센터 전북센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178488,2026-07-23 08:02
K-Startup,26년 7월 스타트업 언론 홍보 지원사업 참가사 모집 공고(2차),스타트업 데일리,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178535,2026-07-23 08:02
K-Startup,12대 국가전략기술 분야 기술이전 수요 모집,(주)윕스,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177978,2026-07-23 08:02
K-Startup,강원 바이오·헬스케어 산업 AI 대전환 지원사업,(재)강원창조경제혁신센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178564,2026-07-23 08:02
K-Startup,일본 후쿠오카 진출 지원 Plug in: Fukuoka #13 참가 스타트업 모집 공고(~ 7/31 18:00),(재)부산창조경제혁신센터 대표이사,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178640,2026-07-23 08:02
K-Startup,2026년 2차 충남대학교 창업보육센터 입주기업 모집공고,충남대학교 미래창업원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178594,2026-07-23 08:02
K-Startup,[성동구 관내기업] 2026년도 정부지원사업 및 베트남 현지진출 컨설팅 지원기업 모집,성동구청,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178106,2026-07-23 08:02
K-Startup,조선대학교 앵커사업단 2026학년도 문화예술분야 스타트업 지원 참여기업 모집,조선대학교 앵커사업단,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178544,2026-07-23 08:02
K-Startup,dcamp startup OI #지역실증 스타트업 모집,재단법인 은행권청년창업재단,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178512,2026-07-23 08:02
K-Startup,[2026년 경기 AI 혁신클러스터] AI 클러스터 오픈이노베이션 연계·실증 프로그램 참가기업 모집,경기도경제과학진흥원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178553,2026-07-23 08:02
K-Startup,2026 울산 여성 창업기업 육성 지원 참가자 모집,재단법인 여성기업종합지원센터 울산센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178016,2026-07-23 08:02
K-Startup,2026년 특허출원·등록 비용 바우처 지원사업 9차(하반기 2차),(사)한국중소기업발전협회,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178546,2026-07-23 08:02
K-Startup,(재)여성기업종합지원센터 제주센터 제2차 입주기업 모집 공고(~7/31),(재)여성기업종합지원센터 제주센,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178582,2026-07-23 08:02
K-Startup,2026년 연구개발특구 딥테크 스타트업 챌린지 참여기업 모집 공고,주식회사 리벤처스,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177974,2026-07-23 08:02
K-Startup,서울바이오허브 &apos;2026 서울-BMS 이노베이션 스퀘어 챌린지&apos; 참여기업 모집공고,한국과학기술연구원 서울바이오허브,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177877,2026-07-23 08:02
K-Startup,"출연연, 대학 연구소기업 Business Development 프로그램 참여 예비창업자 모집",연구개발특구진흥재단,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178192,2026-07-23 08:02
K-Startup,국민대학교 청년도약 인재양성 부트캠프 참가자 모집,국민대학교 글로벌창업벤처대학원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178493,2026-07-23 08:02
K-Startup,로그인로컬(#Login Local) 지역실증형 오픈이노베이션,서울창조경제혁신센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178428,2026-07-23 08:02
K-Startup,강원 바이오·헬스케어 산업 AI 대전환 지원사업(연장),(재)강원창조경제혁신센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178619,2026-07-23 08:02
K-Startup,NOROO Industrial Bio CONNECT 2026 오픈이노베이션 프로그램,(주)아이비유,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178438,2026-07-23 08:02
K-Startup,1인기업 & 예비·초기창업자 환영! 강동50+센터 공유사무실 입주자 추가모집(~26.7.31.(금)),강동50플러스센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178601,2026-07-23 08:02
K-Startup,2026년 스타 IR 데모데이 참여기업 모집공고(3차),스타에셋파트너스 주식회사,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178343,2026-07-23 08:02
K-Startup,2026년 하반기 SBA-신용보증기금 혁신 스타트업 보증지원 사업,서울경제진흥원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178608,2026-07-23 08:02
K-Startup,2026 벤처확인 인증준비기업 맞춤형 무료 진단 지원사업,(주)엠비즈플래닛 산하 혁신기술경영인증지원센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178346,2026-07-23 08:02
K-Startup,[벙커샷 파트너스] 컴퍼니빌딩 프로그램 참가기업 모집 공고,(주)벙커샷컴퍼니,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178424,2026-07-23 08:02
K-Startup,[국비지원] AI 기반 서비스 개발·사업화 1인 창업가 캠프 6기 모집,넥스트러너스 주식회사,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178347,2026-07-23 08:02
K-Startup,2026년 중소기업 동행교육,근로복지공단 인재개발원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178450,2026-07-23 08:02
K-Startup,[충남]  43기 IP창업교육 여성 특화 과정 교육생 모집 공고,충남지식재산센터장,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178611,2026-07-23 08:02
K-Startup,아시아 창업 엑스포(FLY ASIA 2026) 『글로벌 스케일업 지원 사업』 글로벌 스케일업 챔피언스 어워즈 참가기업 모집 공고,부산기술창업투자원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178349,2026-07-23 08:02
K-Startup,2026년 진주시 스타트업 디지털마케팅 참여기업 모집공고,(재)경남창조경제혁신센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178612,2026-07-23 08:02
K-Startup,충북대학교 『글로벌(G)테크벤처센터(BI) 』 입주기업 모집,충북대학교 글로벌(G)테크벤처센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178418,2026-07-23 08:02
K-Startup,2026 대덕특구 딥테크 혁신성장 플랫폼(전략기술 발굴 및 매칭),연구개발특구진흥재단,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177882,2026-07-23 08:02
K-Startup,아시아 창업 엑스포(FLY ASIA 2026) FLY ASIA 해외 어워즈 참가기업 모집 공고,부산기술창업투자원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178355,2026-07-23 08:02
K-Startup,"[주택도시보증공사] 예비창업가 지원 사업, 사회서비스 분야 모집 (~7/31)",재단법인 큐네스티,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178211,2026-07-23 08:02
K-Startup,벤처확인인증 사전진단&일대일 무료 밋업 지원사업,(주)엠비즈플래닛 산하 혁신기술경영인증지원센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178376,2026-07-23 08:02
K-Startup,2026년 서울창업허브 창동-동아사이언스 오픈이노베이션 참가기업 모집,서울창업허브 창동,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178616,2026-07-23 08:02
K-Startup,2026 진주시 창업아이디어 경진대회 참여자 모집 공고,알에이치테크,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178471,2026-07-23 08:02
K-Startup,화성시 소셜벤처 창업 아이디어 경진대회』 참여(예비)기업 모집 공고,화성특례시,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178390,2026-07-23 08:02
K-Startup,「2026 전북특구 이노폴리스 캠퍼스(액셀러레이팅 지원) 사업」배치프로그램 2기 참여기업 모집,주식회사 베타랩,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178388,2026-07-23 08:02
K-Startup,「민관협력 오픈이노베이션 지원」2026년  제2차 민간 선별추천형(Bottom-Up) 창업기업 모집공고,창업진흥원장,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178605,2026-07-23 08:02
K-Startup,2026 협성대학교 창업보육센터 하반기 신규 입주기업 모집 공고,협성대학교 창업보육센터,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178358,2026-07-23 08:02
K-Startup,2026 하반기 청년식품 창업캠프 참여자 모집 공고,한국식품산업클러스터진흥원,2026-07-31,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178334,2026-07-23 08:02
K-Startup,2026년「BTS」(Blueprint To Success) - 마인드 마이너 송길영 작가,광운대학교 NCI창업패키지사업단,2026-08-01,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178575,2026-07-23 08:02
K-Startup,[인천창조경제혁신센터xKT] 『SMART-X LAB 14기』 참여기업 모집,재단법인 인천창조경제혁신센터,2026-08-02,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178537,2026-07-23 08:02
K-Startup,중앙대-금천구 창업 협력공간(창업교육스튜디오) 입주자 모집 공고,중앙대학교 산학협력단,2026-08-02,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178422,2026-07-23 08:02
K-Startup,"[KT&G 상상플래닛xICT CoC] 임팩트 조직 x 개발자 1:1 매칭 밋업 (8/4, 성수동)",KT&G 상상플래닛 운영,2026-08-02,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178529,2026-07-23 08:02
K-Startup,[우리금융그룹] 2026 디노랩 Tech센터 1기 모집,우리금융지주,2026-08-02,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178189,2026-07-23 08:02
K-Startup,중앙대-금천구 창업 협력공간(WB가산타워 7층) 입주자 모집 공고(6차),중앙대학교 산학협력단,2026-08-02,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178617,2026-07-23 08:02
K-Startup,판교 제2테크노밸리 소프트웨어드림센터 스타트업 입주기업 모집 공고,소프트웨어공제조합,2026-08-02,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178325,2026-07-23 08:02
K-Startup,[MYSC] 2026 FIN:NECT 해외 데모데이 참가기업 모집 (~8/2),엠와이소셜컴퍼니,2026-08-02,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178590,2026-07-23 08:02
K-Startup,2026 북경대창업훈련캠프 글로벌 창업대회,BoxLadder,2026-08-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178584,2026-07-23 08:02
K-Startup,행정안전부 지역-기업 상생협력 지방소멸극복 아이디어 솔버톤,사회적협동조합menTory,2026-08-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178568,2026-07-23 08:02
K-Startup,2026년 서울핀테크랩 FIN-오픈이노베이션 Meep-up Day 8회차 - KB Innovation HUB,서울핀테크랩,2026-08-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178534,2026-07-23 08:02
K-Startup,2026-9회 호남권 엔젤투자 피칭룸 in 전남광주 참가기업 모집 안내,한국엔젤투자협회 호남권 엔젤투자허브,2026-08-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178650,2026-07-23 08:02
K-Startup,2026 LG생활건강 Beauty Tech Greennovation 스타트업 모집공고,한국농업기술진흥원,2026-08-03,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178514,2026-07-23 08:02
